,title,release_date,popularity,vote_average,vote_count
2004,Carrie,11/3/1976,5.5689,7.3,4029
2005,Evil,9/16/2003,3.5278,7.3,365
2006,Lolita,6/13/1962,3.921,7.3,2137
2007,"O Brother, Where Art Thou?",8/30/2000,4.3987,7.319,4333
2008,Just Another Christmas,12/3/2020,1.1321,7.318,428
2009,Rocketman,5/17/2019,2.9032,7.318,4791
2010,G.O.R.A.,11/12/2004,0.6533,7.318,344
2011,Gangs of New York,12/14/2002,5.1867,7.3,6828
2012,Tini: The New Life of Violetta,5/4/2016,1.5697,7.317,398
2013,Justice League: Crisis on Two Earths,2/23/2010,2.316,7.3,738
2014,Naruto Shippuden the Movie: Bonds,8/2/2008,3.8723,7.317,503
2015,Patch Adams,12/25/1998,3.0694,7.317,3301
2016,A Hero,12/15/2021,1.0573,7.316,343
2017,Lucky,9/29/2017,1.21,7.316,603
2018,Head Full of Honey,12/25/2014,0.9958,7.316,358
2019,Brooklyn,10/20/2015,2.7319,7.316,3154
2020,Brooklyn,10/20/2015,2.7319,7.316,3154
2021,Les Misérables,12/18/2012,5.3034,7.316,5399
2022,An American Crime,7/27/2007,2.1857,7.316,734
2023,Brothers,12/2/2009,7.0046,7.316,3727
2024,Phantom Thread,12/25/2017,3.0776,7.315,3583
2025,Radio,10/24/2003,4.2413,7.314,776
2026,Spider-Man,5/1/2002,20.9022,7.314,19768
2027,We Live in Time,10/10/2024,7.5983,7.313,965
2028,Fantastic Beasts and Where to Find Them,11/16/2016,8.3038,7.3,19175
2029,Mesrine: Killer Instinct,10/22/2008,1.7064,7.313,952
2030,The Quiet Man,7/21/1952,1.8643,7.313,562
2031,Hello World,9/20/2019,1.3339,7.312,377
2032,Judas and the Black Messiah,2/12/2021,1.9068,7.312,1598
2033,Stalingrad,1/20/1993,2.1045,7.312,585
2034,Deliverance,8/18/1972,2.4916,7.3,1690
2035,Monty Python's The Meaning of Life,3/31/1983,2.8319,7.312,1972
2036,Sissi,12/22/1955,2.0353,7.312,493
2037,Stolen Kisses,9/4/1968,1.5777,7.3,438
2038,American Fiction,11/10/2023,2.0382,7.311,1155
2039,Slumberland,11/18/2022,1.9674,7.311,879
2040,Extraction,4/23/2020,6.423,7.3,6303
2041,Birds of Passage,8/2/2018,1.2003,7.311,301
2042,GANTZ:O,10/14/2016,3.3533,7.311,775
2043,Wake in Fright,7/21/1971,1.011,7.311,312
2044,Elisa & Marcela,5/24/2019,1.3742,7.31,392
2045,Snake in the Eagle's Shadow,3/1/1978,2.0548,7.3,326
2046,The Magnificent Ambersons,7/10/1942,1.7077,7.3,447
2047,Ride On,4/7/2023,2.7245,7.309,373
2048,Kidnapped,5/25/2023,0.6849,7.309,335
2049,The Last Full Measure,1/23/2020,2.4455,7.3,463
2050,Scooby-Doo! and the Cyber Chase,10/9/2001,1.9159,7.309,529
2051,Journey to Italy,9/7/1954,1.1203,7.309,306
2052,Total Recall,6/1/1990,7.3691,7.309,6052
2053,The Guilty,2/22/2018,1.7185,7.308,1747
2054,Tunnel,8/10/2016,2.6494,7.308,607
2055,The Gruffalo,12/25/2009,1.9929,7.308,321
2056,The Guns of Navarone,4/27/1961,3.4162,7.308,817
2057,Becoming Jane,3/2/2007,2.1731,7.308,1200
2058,Airplane!,7/2/1980,7.9887,7.308,4736
2059,True Grit,12/22/2010,4.3507,7.307,5438
2060,Martyrs,6/12/2008,6.3677,7.307,2828
2061,Gone Baby Gone,9/18/2007,2.7513,7.3,3922
2062,Bridge to Terabithia,2/15/2007,7.5538,7.3,4974
2063,Airplane!,7/2/1980,7.9887,7.308,4736
2064,"Good Morning, Vietnam",12/23/1987,2.7563,7.307,2844
2065,Sonic the Hedgehog,2/12/2020,11.2034,7.306,10020
2066,Funny Games,8/23/1997,2.5748,7.306,1927
2067,Maleficent: Mistress of Evil,10/16/2019,8.5629,7.305,6267
2068,Tomboy,4/20/2011,1.1316,7.305,716
2069,Shutter,9/9/2004,4.9501,7.305,1295
2070,The Front Page,11/1/1974,0.9055,7.3,365
2071,Mrs. Harris Goes to Paris,7/15/2022,2.2221,7.303,456
2072,Kiss and Cry,2/10/2017,0.6913,7.303,411
2073,The Hidden Face,9/16/2011,3.6172,7.303,1070
2074,Kung Fu Panda,6/4/2008,11.5726,7.3,12035
2075,The Equalizer 3,8/30/2023,11.011,7.302,3367
2076,Hell or High Water,8/11/2016,4.0143,7.302,4612
2077,Boy,3/25/2010,1.7705,7.302,457
2078,Winchester '73,7/12/1950,1.561,7.3,374
2079,Infernal Affairs II,10/1/2003,2.0018,7.302,439
2080,Dead Man,12/23/1995,2.3562,7.302,1630
2081,Indiana Jones and the Temple of Doom,5/23/1984,6.5094,7.302,9648
2082,Dog,2/17/2022,15.2785,7.302,1633
2083,Berserk: The Golden Age Arc II - The Battle for Doldrey,6/23/2012,2.523,7.301,432
2084,War Horse,12/25/2011,4.437,7.299,3500
2085,Source Code,3/30/2011,5.9421,7.301,8638
2086,Bad Day at Black Rock,1/13/1955,1.2935,7.3,386
2087,Robin Hood,11/8/1973,4.5686,7.301,4474
2088,Knife in the Water,3/9/1962,1.3834,7.3,443
2089,La Chimera,10/12/2023,3.3542,7.299,481
2090,Shrek 2,5/19/2004,13.0751,7.3,12818
2091,The Hating Game,12/9/2021,3.4284,7.298,1124
2092,X-Men: First Class,6/1/2011,0.4702,7.298,13060
2093,Jeremiah Johnson,9/10/1972,2.0549,7.298,634
2094,They Live,11/4/1988,5.0679,7.298,3209
2095,Suburra,10/14/2015,1.7816,7.299,1280
2096,His Secret Life,3/16/2001,0.724,7.297,576
2097,The Beekeeper,1/8/2024,15.8361,7.296,3704
2098,Woman in Gold,3/20/2015,2.6941,7.296,1408
2099,(500) Days of Summer,7/17/2009,8.5268,7.296,10518
2100,Angela's Ashes,12/25/1999,1.4171,7.296,333
2101,The Illusionist,8/18/2006,4.2925,7.296,5052
2102,The Blue Angel,4/1/1930,2.2081,7.296,329
2103,Christopher Robin,8/1/2018,2.7824,7.295,2801
2104,Justice League Dark,1/24/2017,2.8054,7.295,1088
2105,Seconds,10/5/1966,0.9587,7.295,385
2106,Nosferatu the Vampyre,1/17/1979,3.1337,7.3,1003
2107,Duck Soup,11/12/1933,1.6934,7.295,813
2108,Spider-Man 2,6/25/2004,7.5846,7.295,15626
2109,The Fundamentals of Caring,6/16/2016,2.1309,7.294,2223
2110,Malicious,3/29/1973,3.7489,7.3,327
2111,The Fisher King,9/20/1991,2.5707,7.294,1385
2112,The Wandering Earth II,1/22/2023,4.7701,7.293,637
2113,Minions: The Rise of Gru,6/29/2022,9.3789,7.293,3796
2114,Walkabout,7/1/1971,1.6118,7.3,416
2115,The Greatest Game Ever Played,9/30/2005,3.1894,7.294,505
2116,Battle for Sevastopol,4/2/2015,3.052,7.292,478
2117,Scooby-Doo! and the Loch Ness Monster,5/20/2004,2.6582,7.3,436
2118,The Prince of Egypt,12/16/1998,5.9666,7.3,4104
2119,Delicatessen,4/17/1991,2.883,7.292,1531
2120,Star Trek: First Contact,11/22/1996,4.2544,7.292,1847
2121,Last Night in Soho,10/21/2021,4.3526,7.291,3595
2122,Hereditary,6/7/2018,8.7123,7.291,8059
2123,Lights Out,5/10/2014,0.4552,7.3,373
2124,The Conjuring 2,6/8/2016,17.5714,7.291,8679
2125,The Aristocats,12/24/1970,5.5926,7.291,5194
2126,The Roundup,5/18/2022,6.8433,7.29,366
2127,Dragon Ball Z: Wrath of the Dragon,7/15/1995,5.6786,7.3,754
2128,Barbie and the Three Musketeers,9/15/2009,2.715,7.3,700
2129,Jack-Jack Attack,3/15/2005,1.1985,7.29,953
2130,5 Centimeters per Second,3/3/2007,3.6648,7.289,2034
2131,Scooby-Doo! and the Monster of Mexico,9/30/2003,1.7765,7.3,324
2132,Lean On Me,3/3/1989,2.0077,7.289,320
2133,Run Lola Run,8/20/1998,2.7827,7.289,2391
2134,Beautiful Thing,6/21/1996,0.8892,7.288,321
2135,Dragons: Dawn of the Dragon Racers,11/1/2014,2.8365,7.287,362
2136,A Monster Calls,10/7/2016,4.0664,7.287,3429
2137,The Hundred-Foot Journey,8/6/2014,2.1553,7.3,1471
2138,Love and Monsters,10/16/2020,5.4729,7.286,4203
2139,Status Update,2/9/2018,2.009,7.286,551
2140,Status Update,2/9/2018,2.009,7.286,551
2141,Loose Cannons,2/12/2010,1.4235,7.286,791
2142,"Merry Christmas, Mr. Lawrence",5/28/1983,1.9409,7.3,487
2143,From Here to Eternity,8/28/1953,2.0288,7.3,666
2144,The Return,6/25/2003,1.5074,7.286,661
2145,Lethal Weapon,3/6/1987,6.0398,7.286,4750
2146,Twice Born,9/13/2012,1.6112,7.285,459
2147,Like Water for Chocolate,4/16/1992,2.2216,7.285,527
2148,Battle Royale,12/16/2000,3.7914,7.285,3557
2149,Stardust,8/10/2007,5.0975,7.285,4197
2150,Shadows in Paradise,10/17/1986,1.4648,7.285,414
2151,Vivo,7/30/2021,2.6157,7.284,725
2152,Victor/Victoria,4/25/1982,1.3682,7.3,426
2153,Little Women,12/21/1994,3.2892,7.3,1269
2154,The Rider,3/28/2018,1.3983,7.283,515
2155,Steamboat Willie,5/15/1928,1.4014,7.283,572
2156,To Catch a Thief,8/3/1955,3.1439,7.283,1583
2157,Trolls Band Together,10/12/2023,7.1962,7.282,927
2158,Sarah's Key,9/16/2010,1.5529,7.282,687
2159,The Party,4/4/1968,1.7222,7.282,802
2160,Pitch Perfect,9/28/2012,5.4611,7.281,6672
2161,The Texas Chain Saw Massacre,10/11/1974,5.4961,7.281,3536
2162,Mesrine: Public Enemy #1,11/19/2008,1.4545,7.281,902
2163,The Devil's Backbone,4/20/2001,1.8914,7.281,1263
2164,Rocky II,6/15/1979,4.5245,7.281,4557
2165,Gonjiam: Haunted Asylum,3/28/2018,6.7175,7.28,801
2166,Testament of Youth,1/16/2015,1.7002,7.28,766
2167,Argo,10/11/2012,4.4038,7.28,8553
2168,Moneyball,9/23/2011,4.4706,7.28,5416
2169,Great Expectations,12/26/1946,2.5872,7.3,352
2170,Three Days of the Condor,9/24/1975,2.4948,7.3,1231
2171,Death in Venice,3/5/1971,2.0841,7.3,504
2172,Now Where Did the Seventh Company Get to?,5/24/1973,0.9696,7.279,367
2173,Weekend,10/23/2011,1.2243,7.279,544
2174,How Green Was My Valley,10/28/1941,1.7001,7.279,420
2175,A Place in the Sun,6/12/1951,1.3215,7.279,399
2176,Holy Spider,7/13/2022,1.6511,7.278,454
2177,Freaks Out,10/28/2021,1.2859,7.278,922
2178,The Equalizer,9/24/2014,15.2198,7.279,9432
2179,Dolores Claiborne,3/24/1995,2.4358,7.278,802
2180,Frost/Nixon,10/15/2008,2.017,7.278,1223
2181,The Evil Dead,9/10/1981,5.9131,7.278,4185
2182,Marrowbone,10/27/2017,3.867,7.277,1700
2183,Justice League vs. Teen Titans,3/26/2016,3.6296,7.277,995
2184,Fullmetal Alchemist the Movie: Conqueror of Shamballa,7/21/2005,2.3497,7.3,364
2185,Dracula,4/21/1958,1.9375,7.3,644
2186,The Gods Must Be Crazy,9/10/1980,4.3238,7.277,1217
2187,Megan Leavey,6/9/2017,2.0443,7.276,800
2188,A Single Man,12/11/2009,2.6398,7.276,1588
2189,Assault on Precinct 13,10/8/1976,2.0978,7.276,1126
2190,Conspiracy,5/19/2001,1.3997,7.276,433
2191,Hair,3/15/1979,2.3439,7.3,692
2192,The Jungle Book,10/18/1967,7.4283,7.276,6420
2193,Ip Man 4: The Finale,12/19/2019,2.3228,7.275,2020
2194,Daisies,12/30/1966,1.7841,7.275,394
2195,Naruto the Movie: Ninja Clash in the Land of Snow,8/21/2004,3.6907,7.275,587
2196,"South Park: Bigger, Longer & Uncut",6/24/1999,4.8911,7.275,2791
2197,The Ladykillers,12/8/1955,1.5887,7.275,502
2198,"The Adventures of Priscilla, Queen of the Desert",5/31/1994,4.3023,7.275,848
2199,Dark Passage,9/5/1947,1.5365,7.3,332
2200,Swades,12/17/2004,1.547,7.274,341
2201,Hunger,4/4/2023,1.8341,7.273,443
2202,The Family Plan,12/14/2023,17.5371,7.273,1588
2203,Riders of Justice,11/19/2020,2.5025,7.273,944
2204,La Bamba,7/24/1987,3.3657,7.273,739
2205,Heathers,10/1/1988,3.0856,7.273,1782
2206,Pickpocket,12/16/1959,1.2363,7.273,534
2207,Anima,6/27/2019,0.4215,7.272,449
2208,The Secret: Dare to Dream,4/16/2020,1.8152,7.272,631
2209,Trolls World Tour,3/11/2020,5.9027,7.272,2201
2210,Promise at Dawn,12/20/2017,1.0946,7.272,499
2211,13 Hours: The Secret Soldiers of Benghazi,1/14/2016,6.2725,7.272,3729
2212,Labyrinth,6/27/1986,4.539,7.3,2551
2213,Clueless,7/19/1995,7.2427,7.272,4586
2214,House of Flying Daggers,8/3/2004,2.9037,7.272,1688
2215,Land of Bad,2/9/2024,7.6384,7.271,1320
2216,Z-O-M-B-I-E-S,2/16/2018,5.1996,7.271,716
2217,Mune: Guardian of the Moon,2/5/2015,2.6768,7.271,566
2218,Avengers: Age of Ultron,4/22/2015,15.2237,7.271,23615
2219,Spirit Untamed,5/20/2021,2.643,7.3,533
2220,Die Hard: With a Vengeance,5/19/1995,6.476,7.271,6328
2221,Mia and the White Lion,8/2/2018,2.0647,7.269,891
2222,The Commitments,8/14/1991,1.8718,7.269,565
2223,Vampyr,5/6/1932,1.0597,7.269,558
2224,"Crazy, Stupid, Love.",7/29/2011,7.258,7.268,8842
2225,The First Beautiful Thing,1/15/2010,0.8334,7.268,510
2226,Withnail & I,6/19/1987,1.6476,7.268,581
2227,Green Street Hooligans,9/9/2005,2.6878,7.3,2442
2228,Fracture,4/19/2007,4.4676,7.267,4061
2229,Top Hat,8/29/1935,2.1743,7.3,309
2230,Old Henry,10/1/2021,2.6417,7.266,612
2231,The Naked Gun: From the Files of Police Squad!,12/2/1988,16.3284,7.265,4008
2232,Brother Bear,10/23/2003,7.2757,7.266,5565
2233,La Ceremonie,8/30/1995,1.2562,7.266,368
2234,Notting Hill,5/21/1999,7.5623,7.266,6386
2235,Adventures in Babysitting,6/24/2016,3.1438,7.3,427
2236,Manhattan Murder Mystery,5/2/1993,1.549,7.265,1118
2237,My Name Is Nobody,12/13/1973,2.5872,7.265,993
2238,The Hours,12/27/2002,3.2494,7.3,1791
2239,Everything Is Illuminated,9/5/2005,1.2786,7.265,781
2240,The House with Laughing Windows,8/20/1976,0.7097,7.3,370
2241,Phineas and Ferb the Movie: Candace Against the Universe,8/27/2020,2.3668,7.263,384
2242,Detroit,7/28/2017,2.281,7.263,1677
2243,Bicentennial Man,12/17/1999,6.0586,7.263,3720
2244,Videodrome,2/4/1983,3.2001,7.263,2309
2245,Lava,10/10/2014,1.1903,7.262,1097
2246,The Names of Love,11/24/2010,1.0824,7.3,317
2247,Hud,5/28/1963,1.9718,7.262,330
2248,Eddie Murphy Raw,11/25/1987,1.0994,7.3,344
2249,Barbie as the Island Princess,9/17/2007,3.1167,7.3,750
2250,Bloody Sunday,1/25/2002,0.9962,7.262,323
2251,Pleasantville,9/17/1998,2.8976,7.262,1757
2252,Pirates of the Caribbean: At World's End,5/19/2007,16.4967,7.262,14837
2253,Madly,2/20/2025,1.8531,7.272,448
2254,Play,9/4/2019,0.646,7.261,355
2255,Sexmission,5/13/1984,1.3425,7.3,305
2256,Days of Being Wild,12/15/1990,2.0729,7.261,533
2257,The Day of the Beast,10/20/1995,1.4209,7.3,560
2258,The Piano Teacher,9/5/2001,5.4692,7.3,1164
2259,The Painted Veil,12/9/2006,2.1669,7.3,1208
2260,Violent Night,11/30/2022,4.5142,7.26,2330
2261,Zombieland,10/2/2009,8.4168,7.259,12623
2262,The Passenger,2/28/1975,1.6272,7.3,513
2263,Nashville,6/11/1975,0.9782,7.259,427
2264,Suite Française,3/12/2015,2.2171,7.3,1118
2265,Star Wars: The Force Awakens,12/15/2015,8.6768,7.258,19882
2266,Missing,2/12/1982,1.1368,7.257,404
2267,One Man Band,6/21/2005,0.9844,7.257,578
2268,The Hurt Locker,10/10/2008,4.6869,7.257,5817
2269,Quiz Show,8/25/1994,2.0418,7.3,933
2270,Cape Fear,11/13/1991,4.569,7.257,3592
2271,Lady Bird,9/1/2017,5.1904,7.255,8748
2272,Superbad,8/17/2007,7.5371,7.256,7617
2273,Deconstructing Harry,12/12/1997,8.608,7.256,994
2274,Russian Ark,5/22/2002,1.4788,7.255,479
2275,Betty Blue,4/9/1986,2.9496,7.255,432
2276,North Country,2/12/2005,2.2797,7.255,687
2277,The Boondock Saints,1/22/1999,3.3213,7.3,2527
2278,Fist of Fury,3/22/1972,4.7685,7.254,1000
2279,The Phantom of the Opera,12/8/2004,4.0849,7.3,1684
2280,Army of Darkness,10/31/1992,4.0591,7.254,3309
2281,"Miraculous World: Paris, Tales of Shadybug and Claw Noir",10/21/2023,10.1298,7.3,609
2282,Enola Holmes,9/23/2020,5.045,7.252,6239
2283,Doctor Strange in the Multiverse of Madness,5/4/2022,15.0842,7.253,9685
2284,Colonia,6/24/2015,2.4906,7.3,1920
2285,The Duellists,8/31/1977,1.9744,7.3,580
2286,Frequency,4/28/2000,5.0724,7.253,1869
2287,Leaving Las Vegas,10/27/1995,3.7276,7.3,1523
2288,The Fantastic 4: First Steps,7/23/2025,180.5792,7.253,929
2289,At War for Love,10/27/2016,1.1065,7.3,512
2290,My Little Pony: The Movie,10/5/2017,3.5852,7.252,398
2291,Tyrannosaur,10/7/2011,1.1117,7.3,471
2292,Strays,8/17/2023,3.3811,7.251,917
2293,Moxie,3/3/2021,2.0754,7.3,822
2294,Race,2/19/2016,2.2641,7.251,1569
2295,Barbie: A Fashion Fairytale,9/14/2010,3.9996,7.3,770
2296,Skyfall,10/24/2012,7.9078,7.251,15539
2297,Lagaan: Once Upon a Time in India,6/15/2001,1.2631,7.251,595
2298,The Many Adventures of Winnie the Pooh,3/11/1977,2.3292,7.2,1092
2299,Biutiful,10/20/2010,1.6173,7.25,1138
2300,Despicable Me,7/8/2010,11.9072,7.25,15511
2301,The Road to El Dorado,3/31/2000,5.0267,7.25,3873
2302,Every Day,2/22/2018,3.691,7.249,2257
2303,Queen of Katwe,9/23/2016,2.4244,7.249,441
2304,Naked,8/6/1993,2.3695,7.2,607
2305,Frozen II,11/20/2019,12.8725,7.247,9986
2306,Naruto Shippuden the Movie: Blood Prison,7/30/2011,3.7379,7.248,677
2307,Blazing Saddles,2/7/1974,3.843,7.2,1964
2308,Hunger,5/15/2008,1.9946,7.2,1145
2309,"Lust, Caution",9/24/2007,5.3964,7.2,736
2310,The City of Lost Children,5/17/1995,2.3967,7.248,1145
2311,On Body and Soul,3/2/2017,1.4229,7.247,567
2312,Team Thor,8/28/2016,1.134,7.247,552
2313,Frozen,11/20/2013,16.4559,7.247,16997
2314,Batman: Year One,9/27/2011,2.6961,7.247,1001
2315,Inception: The Cobol Job,12/7/2010,1.7199,7.2,306
2316,The Public Enemy,4/23/1931,1.9912,7.247,365
2317,The Great Debaters,12/25/2007,1.3393,7.247,655
2318,When Evil Lurks,10/5/2023,5.2828,7.246,1193
2319,Full Out,9/11/2015,1.5411,7.246,343
2320,Masculin Féminin,3/22/1966,2.2137,7.2,398
2321,"Planes, Trains and Automobiles",11/26/1987,2.7364,7.244,2040
2322,Man on the Moon,12/22/1999,1.5734,7.246,1859
2323,"Everything, Everything",5/18/2017,3.0009,7.245,3706
2324,Marvel One-Shot: Agent Carter,10/4/2013,1.8769,7.245,815
2325,In the House,9/26/2012,1.9205,7.2,871
2326,Juliet of the Spirits,10/22/1965,1.1991,7.2,321
2327,Pearl,9/16/2022,6.7972,7.245,2274
2328,Safe Haven,2/7/2013,2.0574,7.244,2352
2329,Barbie in A Mermaid Tale,1/25/2010,3.7884,7.244,788
2330,Alita: Battle Angel,1/31/2019,9.629,7.243,9530
2331,Venus in Fur,5/28/2013,1.8121,7.2,710
2332,Zatoichi,9/6/2003,1.9499,7.243,891
2333,The Shape of Water,12/1/2017,6.2667,7.2,12417
2334,Headhunters,8/26/2011,1.7645,7.242,1283
2335,On Golden Pond,12/4/1981,1.7215,7.242,482
2336,The Lady Eve,2/25/1941,1.8168,7.242,365
2337,West Side Story,12/13/1961,2.8957,7.2,1948
2338,Forbidden Planet,3/23/1956,3.8746,7.242,979
2339,Run,11/20/2020,3.2013,7.241,2692
2340,Fast Five,4/20/2011,1.9338,7.241,8460
2341,Blood Simple,3/26/1984,2.3017,7.241,1507
2342,Ida,10/25/2013,1.5078,7.24,1007
2343,The Vow,2/5/2012,3.9457,7.24,4129
2344,Roma,3/16/1972,1.0084,7.2,337
2345,Jumanji,12/15/1995,2.6318,7.2,10853
2346,The Miracle Season,4/13/2018,1.5654,7.2,312
2347,Marshall,10/13/2017,1.6751,7.239,637
2348,The Salesman,6/24/2016,1.4661,7.239,893
2349,The Past,5/17/2013,0.9801,7.239,574
2350,Berserk: The Golden Age Arc I - The Egg of the King,2/4/2012,2.6576,7.239,506
2351,Mask,3/8/1985,2.0241,7.239,465
2352,The Last Kingdom: Seven Kings Must Die,4/14/2023,4.3435,7.238,738
2353,Chinese Take-Away,3/24/2011,0.8558,7.238,418
2354,Violent Cop,8/12/1989,1.4817,7.238,389
2355,28 Days Later,10/31/2002,28.6417,7.237,7676
2356,It,9/6/2017,14.2606,7.237,19478
2357,Milk,11/5/2008,2.859,7.237,2282
2358,Wadjda,8/31/2012,1.0052,7.236,494
2359,The Last Song,3/31/2010,2.1115,7.2,3329
2360,Of Mice and Men,9/16/1992,2.4325,7.236,674
2361,A Bridge Too Far,6/15/1977,3.9535,7.236,857
2362,The Wonderful Story of Henry Sugar,9/20/2023,2.9877,7.235,1170
2363,Bridge of Spies,10/15/2015,4.0951,7.235,6988
2364,The Hawks and the Sparrows,5/4/1966,1.0013,7.226,354
2365,The Concert,11/4/2009,1.1903,7.235,511
2366,"OSS 117: Cairo, Nest of Spies",4/19/2006,2.5384,7.235,1787
2367,Love Me If You Dare,9/17/2003,1.9761,7.2,1820
2368,Downton Abbey: A New Era,4/27/2022,3.0208,7.234,531
2369,The Illusionist,6/16/2010,1.0069,7.234,635
2370,The Orphanage,5/20/2007,3.492,7.232,2962
2371,Batman,6/21/1989,8.3079,7.234,8150
2372,Crazy About Her,2/26/2021,1.2023,7.233,467
2373,Begin Again,7/3/2014,2.8511,7.233,3854
2374,Baaria,9/25/2009,1.4318,7.233,645
2375,"The Good, the Bart, and the Loki",7/7/2021,1.5306,7.232,678
2376,Tell No One,11/1/2006,2.1252,7.232,1444
2377,The Last Metro,9/17/1980,1.6514,7.232,498
2378,Driving Miss Daisy,12/13/1989,2.2016,7.232,1655
2379,The Teachers' Lounge,5/4/2023,2.4764,7.231,592
2380,The Sword in the Stone,12/25/1963,5.9886,7.231,3938
2381,Little Boy,4/23/2015,1.5713,7.23,539
2382,Collateral,8/4/2004,6.8505,7.23,5870
2383,Boiling Point,7/5/2021,2.0288,7.229,639
2384,3:10 to Yuma,8/7/1957,1.9387,7.2,384
2385,Jules,8/10/2023,2.3224,7.228,320
2386,And Now for Something Completely Different,9/28/1971,1.0479,7.2,546
2387,National Lampoon's Christmas Vacation,11/30/1989,3.8259,7.228,2517
2388,Trading Places,6/7/1983,6.2015,7.228,3428
2389,Ghost,7/13/1990,7.4849,7.2,5755
2390,I Am Dragon,12/3/2015,2.5716,7.2,389
2391,The Muppet Movie,6/22/1979,1.8719,7.2,649
2392,She Said,11/17/2022,2.382,7.226,646
2393,Ferdinand,12/9/2017,6.8268,7.226,2951
2394,Cleveland Abduction,5/2/2015,1.4929,7.226,399
2395,The Lego Batman Movie,2/8/2017,6.3218,7.2,5168
2396,The Boat That Rocked,4/1/2009,2.6778,7.226,2174
2397,The Last Temptation of Christ,5/28/1988,3.5205,7.2,1117
2398,The Man from the Future,9/2/2011,1.2111,7.225,365
2399,One Piece Film: GOLD,7/23/2016,3.3995,7.2,504
2400,Woman at War,5/22/2018,1.2777,7.224,418
2401,The Damned United,3/27/2009,1.5065,7.224,658
2402,Set It Off,11/6/1996,1.8325,7.224,368
2403,Last Christmas,11/7/2019,3.047,7.223,2473
2404,The Intern,9/23/2015,9.5834,7.223,6956
2405,Furious 7,4/1/2015,14.5999,7.223,10894
2406,Detour,11/30/1945,1.9299,7.223,377
2407,Dr. Jekyll and Mr. Hyde,12/24/1931,1.3202,7.2,309
2408,2046,10/29/2004,2.1977,7.223,969
2409,The Monkey King: Reborn,4/2/2021,3.1248,7.2,334
2410,Children Who Chase Lost Voices,5/7/2011,3.6553,7.222,735
2411,Secret of the Wings,8/17/2012,5.7771,7.222,1313
2412,The Message,3/9/1976,1.8378,7.222,369
2413,The Stranger,7/2/1946,1.9196,7.222,600
2414,The Hedgehog,7/1/2009,1.8291,7.2,398
2415,Pat Garrett & Billy the Kid,5/23/1973,2.5747,7.222,431
2416,Donkey Skin,12/20/1970,1.9152,7.2,530
2417,3:10 to Yuma,9/6/2007,4.1896,7.222,3770
2418,The Professional,10/21/1981,2.685,7.222,556
2419,Beating Hearts,10/16/2024,4.7059,7.221,854
2420,#Alive,6/24/2020,4.4125,7.221,1921
2421,Dog Pound,4/24/2010,1.1578,7.2,374
2422,Barbie and the Magic of Pegasus,10/4/2005,3.0037,7.2,747
2423,Man Bites Dog,8/20/1992,2.4914,7.221,960
2424,The Aviator,12/17/2004,4.1516,7.221,5521
2425,Collateral Beauty,12/15/2016,3.0764,7.22,5454
2426,A League of Their Own,7/1/1992,4.2654,7.22,1451
2427,Mean Girls,4/30/2004,12.43,7.2,9088
2428,A Christmas Story,11/18/1983,1.8589,7.22,1310
2429,Transformers: Rise of the Beasts,6/6/2023,14.683,7.219,4984
2430,Life Itself,9/21/2018,1.8439,7.219,586
2431,Coherence,9/19/2013,5.5328,7.2,3123
2432,The Town,9/15/2010,7.807,7.218,5277
2433,[REC],11/23/2007,5.1822,7.218,4610
2434,Crash,5/6/2005,4.0093,7.218,3636
2435,C'mon C'mon,11/19/2021,1.6064,7.2,718
2436,Batman vs. Robin,4/3/2015,2.6745,7.217,947
2437,The Hunger Games,3/12/2012,7.5698,7.217,22545
2438,The Princess and the Frog,12/8/2009,13.3723,7.217,5852
2439,Les Misérables,5/1/1998,1.9807,7.2,647
2440,Heidi,12/10/2015,2.3092,7.216,414
2441,Little Manhattan,9/26/2005,2.3796,7.216,726
2442,Invasion of the Body Snatchers,12/20/1978,3.1745,7.216,1202
2443,Thief,3/27/1981,3.4716,7.219,754
2444,Sherlock Holmes,12/23/2009,7.1911,7.215,14277
2445,Warhorse One,6/30/2023,3.3889,7.2,314
2446,The Old Oak,9/29/2023,1.5478,7.215,356
2447,Wonder Woman,5/30/2017,20.8088,7.215,20365
2448,Suffragette,10/16/2015,2.241,7.215,1640
2449,Mission: Impossible - Rogue Nation,7/28/2015,9.3713,7.215,9217
2450,Django,4/6/1966,3.4761,7.215,941
2451,South Park: Post COVID,11/25/2021,1.865,7.2,358
2452,Clue,12/13/1985,3.2715,7.2,1812
2453,The Parent Trap,7/28/1998,8.9636,7.214,4322
2454,Tootsie,12/17/1982,2.2427,7.214,1826
2455,In the Mouth of Madness,2/3/1995,3.3844,7.2,1750
2456,It's Only the End of the World,9/21/2016,1.6323,7.213,1622
2457,Jack and the Cuckoo-Clock Heart,2/5/2014,2.6148,7.2,736
